Écoles/Instituts,Ville,Type d'établissement,Diplôme,Durée d'études,Conditions d'accès,Filières Bacs acceptées,Seuil,Filières d'études possibles,Seuil (2024),Seuil (2022),Seuil (2023),Type,Seuil (2020),Seuil (2019),Seuil (2021),Seuil (2017),Seuil (2013),Seuil (2018)
Licences d'Excellence,Marrakech,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,"Électronique, Informatique et Robotique",,,,Universités / Facultés,,,,,,
Licences d'Excellence,Marrakech,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Études Politiques et Géostratégiques,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Sciences des Matériaux et Énergies Renouvelables,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Cybersécurité,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Entrepreneuriat et Développement des Business,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,"Langues, Communication et Traduction",,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Droit des Affaires,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Business Administration,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,"Électronique, Informatique et Robotique",,,,Universités / Facultés,,,,,,
Licences d'Excellence,Tétouan,,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Études Politiques et Géostratégiques,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Sciences des Matériaux et Énergies Renouvelables,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Cybersécurité,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Entrepreneuriat et Développement des Business,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,"Langues, Communication et Traduction",,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Droit des Affaires,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Business Administration,,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,"Électronique, Informatique et Robotique",,,,Universités / Facultés,,,,,,
Licences d'Excellence,Agadir (divers établissements),,Licence,"3 ans (pour les titulaires du Bac), 1 an (pour les titulaires d'un Bac+2)",Baccalauréat + étude de dossier + examen/entretien. Âge inférieur à 22 ans pour certains. Pour les titulaires d'un Bac+2 : étude de dossier + entretien.,"Varie selon la spécialisation. Exemples : Sciences des Matériaux et Énergies Renouvelables, Cybersécurité, Entrepreneuriat et Développement des Business, Langues, Communication et Traduction, Droit des Affaires, Business Administration, Électronique, Informatique et Robotique, Études Politiques et Géostratégiques.",,Études Politiques et Géostratégiques,,,,Universités / Facultés,,,,,,
Instituts Techniques Agricoles (ITA),Tiflet,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tiflet,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tiflet,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tiflet,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Tiflet,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Marrakech,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Marrakech,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Marrakech,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Marrakech,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Marrakech,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ain Taoujdate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ain Taoujdate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ain Taoujdate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ain Taoujdate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ain Taoujdate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taroudant,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taroudant,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taroudant,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taroudant,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taroudant,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Khénifra,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Khénifra,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Khénifra,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Khénifra,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Khénifra,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Errachidia,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Errachidia,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Errachidia,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Errachidia,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Errachidia,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taounate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taounate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taounate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taounate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Taounate,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ben Ahmed,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ben Ahmed,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ben Ahmed,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ben Ahmed,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Ben Ahmed,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oued Amlil,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oued Amlil,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oued Amlil,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oued Amlil,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Agroécologie,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Oued Amlil,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Gestion des Exploitations Agricoles,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Jemaat Shaim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Cultures Polyvalentes et Élevage,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Jemaat Shaim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Horticulture,,,,Institut public (Agricole),,,,,,
Instituts Techniques Agricoles (ITA),Jemaat Shaim,,Diplôme de Technicien Agricole,2 ans,Année terminale du baccalauréat scientifique. Âge inférieur à 30 ans. Admission par pré-sélection et entretien oral (depuis 2020 via la plateforme en ligne unifiée fpa-concours.agriculture.gov.ma).,Baccalauréat Scientifique,,Équipements Agricoles,,,,Institut public (Agricole),,,,,,
